ID,Station Name,Street Address,City,ZIP,Latitude,Longitude,Location, # of Level1,#of level 2,Super chager,number of chager,Service ability(daily)
53447,CARCHARGING,851 Avenue of the Americas,New York,10001,40.7472165,-73.9898959,"(40.7472165, -73.9898959)",0,1,,1,16
74411,Quik Park - Tesla,126 W 32nd St,New York,10001,40.748789,-73.989915,"(40.748789, -73.989915)",0,2,,2,32
74430,GGMC Parking - Tesla,550 W 25th St,New York,10001,40.749666,-74.005485,"(40.749666, -74.005485)",0,2,,2,32
80061,BEAM CHARGING,776 Avenue of the Americas,New York,10001,40.7449139,-73.9910276,"(40.7449139, -73.9910276)",0,2,,2,32
89458,iPark - Tesla,552 W 30th St,Manhattan ,10001,40.753049,-74.003333,"(40.753049, -74.003333)",0,2,,2,32
89486,Standard Parking - Tesla,54 W 28th St,New York,10001,40.745842,-73.990103,"(40.745842, -73.990103)",0,2,,2,32
89487,Iron State - Tesla,221 W 29th St,New York,10001,40.748417,-73.994121,"(40.748417, -73.994121)",0,3,,3,48
95069,Central Parking - Tower 31,9 W 31st Street,New York,10001,40.74709,-73.98667,"(40.74709, -73.98667)",0,2,,2,32
94848,Delancey & Essex Municipal Parking Garage,107 Essex St,Manhattan,10002,40.719051,-73.988181,"(40.719051, -73.988181)",0,3,,3,48
95271,iPark - 59 Allen Street Garage,59 Allen Street,New York,10002,40.717195,-73.991658,"(40.717195, -73.991658)",0,2,,2,32
53120,CARCHARGING,445 Lafayette St,New York,10003,40.729535,-73.991398,"(40.729535, -73.991398)",0,2,,2,32
67742,Champion Parking - Tesla,60 E 8th St,New York,10003,40.730476,-73.993094,"(40.730476, -73.993094)",0,2,,2,32
67746,ParkIt - Tesla,403 Lafayette St,New  York,10003,40.728158,-73.992322,"(40.728158, -73.992322)",0,2,,2,32
74403,GGMC Parking - Tesla,100 E 15th St,New York,10003,40.735001,-73.989119,"(40.735001, -73.989119)",0,2,,2,32
74421,Champion Parking - Tesla,36 Union Square E,New York,10003,40.736009,-73.988984,"(40.736009, -73.988984)",0,2,,2,32
74431,GGMC Parking - Tesla,91 E 9th St,New York,10003,40.730806,-73.99104,"(40.730806, -73.99104)",0,2,,2,32
74437,Icon Parking - Tesla,11 5th Ave,New York,10003,40.732372,-73.996244,"(40.732372, -73.996244)",0,2,,2,32
74438,Icon Parking - Tesla,12 E 9th St,New York,10003,40.732507,-73.99509,"(40.732507, -73.99509)",0,2,,2,32
78088,Icon Parking - Tesla,63 E 9th St,New York,10003,40.731544,-73.992045,"(40.731544, -73.992045)",0,2,,2,32
80338,Standard Parking - Tesla,21 E 15th St,Manhattan,10003,40.736197,-73.991965,"(40.736197, -73.991965)",0,2,,2,32
82002,ParkIt - Tesla,310 E 11th St,New York,10003,40.729871,-73.98568,"(40.729871, -73.98568)",0,2,,2,32
89460,Champion Parking - Tesla,101  E 16th St,New York,10003,40.735736,-73.988745,"(40.735736, -73.988745)",0,2,,2,32
75750,Icon Parking - Tesla,14-26 William St,New York,10004,40.704864,-74.009847,"(40.704864, -74.009847)",0,2,,2,32
74413,Andaz Wall Street - Tesla,75 Wall St,New York,10005,40.705042,-74.008118,"(40.705042, -74.008118)",0,1,,1,16
74540,iPark - Tesla,75 Wall St,New York,10005,40.705042,-74.008118,"(40.705042, -74.008118)",0,2,,2,32
81999,Icon Parking - Tesla,39 Exchange Pl,New York,10005,40.705801,-74.00988,"(40.705801, -74.00988)",0,2,,2,32
53121,BEAM CHARGING,75 Park Place,New York,10007,40.7142163,-74.0106122,"(40.7142163, -74.0106122)",0,2,,2,32
74427,GGMC Parking - Tesla,280 Broadway,New York,10007,40.714321,-74.00579,"(40.714321, -74.00579)",0,2,,2,32
96507,SP+ - 200 Chambers Street Garage,200 Chambers Street,New York,10007,40.7163,-74.01258,"(40.7163, -74.01258)",0,2,,2,32
74442,Icon Parking - Tesla,245 E 19th St,New York,10010,40.735726,-73.98341,"(40.735726, -73.98341)",0,2,,2,32
74444,Icon Parking - Tesla,51 W 22nd St,New York,10010,40.742197,-73.992168,"(40.742197, -73.992168)",0,2,,2,32
75760,Icon Parking - Tesla,40 W 26th St,New York,10010,40.744145,-73.989835,"(40.744145, -73.989835)",0,2,,2,32
75761,Icon Parking - Tesla,5 E 22nd St,New York,10010,40.740904,-73.988965,"(40.740904, -73.988965)",0,2,,2,32
77134,ALBANESE ORG,77 W 24th St,New York,10010,40.7435617,-73.9918929,"(40.7435617, -73.9918929)",0,2,,2,32
94833,Spectrum,769 5th Ave,Brooklyn,10010,40.657846,-73.996791,"(40.657846, -73.996791)",0,2,,2,32
51680,BEAM CHARGING,107 W 13th St,New York,10011,40.736949,-73.9977963,"(40.736949, -73.9977963)",0,2,,2,32
67751,Quik Park - Tesla,423 W 23rd St,New York,10011,40.746749,-74.001919,"(40.746749, -74.001919)",0,2,,2,32
67758,iPark - Tesla,250 W 19th St,New York,10011,40.742364,-73.999149,"(40.742364, -73.999149)",0,2,,2,32
74440,Icon Parking - Tesla,16 W 16th St,New York,10011,40.737779,-73.993759,"(40.737779, -73.993759)",0,2,,2,32
74538,iPark - Tesla,549 W 23rd St,New York,10011,40.748931,-74.006078,"(40.748931, -74.006078)",0,2,,2,32
75762,Icon Parking - Tesla,55 W 14th St,New York,10011,40.737266,-73.99611,"(40.737266, -73.99611)",0,2,,2,32
81997,Icon Parking - Tesla,385 W 15th St,New York,10011,40.741485,-74.004475,"(40.741485, -74.004475)",0,4,,4,64
82007,Standard Parking - Tesla,20 W 13th St,New York,10011,40.735781,-73.995221,"(40.735781, -73.995221)",0,1,,1,16
89478,Rapidpark - Tesla,124 W 20th St,New York,10011,40.741554,-73.995403,"(40.741554, -73.995403)",0,2,,2,32
89482,Standard Parking - Tesla,151 W 17th St,New York,10011,40.740243,-73.997591,"(40.740243, -73.997591)",0,2,,2,32
89483,Quikpark - Tesla,173 W 12th St,New York,10011,40.737108,-74.000358,"(40.737108, -74.000358)",0,2,,2,32
95074,Icon Parking - 111 Eighth Avenue,111 Eighth Avenue,New York,10011,40.741421,-74.003186,"(40.741421, -74.003186)",0,1,,1,16
95252,The Caledonia,450 W 17th Street,New York,10011,40.743832,-74.006578,"(40.743832, -74.006578)",0,2,,2,32
95502,The Westminster,180 W 20th Street,New York,10011,40.741945,-73.996664,"(40.741945, -73.996664)",0,1,,1,16
51686,BEAM CHARGING,122 W 3rd St,New York,10012,40.730485,-74.000728,"(40.730485, -74.000728)",0,2,,2,32
74450,ParkIt - Tesla,221 Thompson St,New York,10012,40.729372,-73.999217,"(40.729372, -73.999217)",0,2,,2,32
67745,ParkIt - Tesla,10 Wooster St,New  York,10013,40.721244,-74.003604,"(40.721244, -74.003604)",0,2,,2,32
74405,Quik Park - Tesla,311 W Broadway,New York,10013,40.721731,-74.004312,"(40.721731, -74.004312)",0,2,,2,32
74406,Quik Park - Tesla,32 Debrosses St,New York,10013,40.723509,-74.010411,"(40.723509, -74.010411)",0,2,,2,32
74451,ParkIt - Tesla,27 N Moore St,New York,10013,40.720401,-74.007604,"(40.720401, -74.007604)",0,2,,2,32
74537,iPark - Tesla,44 Elizabeth St,New York,10013,40.716951,-73.996431,"(40.716951, -73.996431)",0,2,,2,32
75759,Icon Parking - Tesla,308 Greenwich St,New York,10013,40.71762,-74.010608,"(40.71762, -74.010608)",0,2,,2,32
89484,Icon Parking - Tesla,376 Greenwich St,New York,10013,40.719825,-74.010137,"(40.719825, -74.010137)",0,2,,2,32
95078,Icon Parking - Patriot Parking,376 Greenwich Street,New York,10013,40.719772,-74.010475,"(40.719772, -74.010475)",0,1,,1,16
102334,Mott Street Parking - Tesla Supercharger,106 Mott St,New York,10013,40.717508,-73.99714,"(40.717508, -73.99714)",0,,2,2,64
42193,BEAM CHARGING,375 Hudson St,Manhattan,10014,40.7284126,-74.0073318,"(40.7284126, -74.0073318)",1,1,,2,24
53449,CARCHARGING,400 W 12th St,New York,10014,40.73721,-74.009248,"(40.73721, -74.009248)",0,2,,2,32
74453,ParkIt - Tesla,575 Washington St,New York,10014,40.729474,-74.008847,"(40.729474, -74.008847)",0,2,,2,32
74539,iPark - Tesla,61 Jane St,New York,10014,40.738134,-74.005587,"(40.738134, -74.005587)",0,2,,2,32
74542,iPark - Tesla,165 E 77th St,New York,10014,40.773457,-73.959381,"(40.773457, -73.959381)",0,2,,2,32
78090,Parkright - Tesla,738 Greenwich St,New York,10014,40.735165,-74.007231,"(40.735165, -74.007231)",0,2,,2,32
81987,Apple Parking - Tesla,332 W 11th St,New York,10014,40.735404,-74.007717,"(40.735404, -74.007717)",0,3,,3,48
82008,The Standard - Tesla,848 Washington St,New York,10014,40.740793,-74.007836,"(40.740793, -74.007836)",0,2,,2,32
85402,BEAM CHARGING,160 W 10th St,New York,10014,40.734314,-74.0019531,"(40.734314, -74.0019531)",1,1,,2,24
56142,CARCHARGING,350 E 30th St,New York,10016,40.741368,-73.975668,"(40.741368, -73.975668)",1,1,,2,24
72817,Imperial Garage - 340 East 34th St - Station 1,342  E 34th St,New York,10016,40.7440113,-73.9741155,"(40.7440113, -73.9741155)",0,1,,1,16
73118,Imperial Garage - 340 East 34th St - Station 2,342  E 34th St,New York,10016,40.7440113,-73.9741155,"(40.7440113, -73.9741155)",0,1,,1,16
74429,GGMC Parking - Tesla,325 E 5th Ave,New York,10016,40.747317,-73.984848,"(40.747317, -73.984848)",0,2,,2,32
74456,Parkright - Tesla,29 E 29th St,New York,10016,40.744367,-73.984614,"(40.744367, -73.984614)",0,2,,2,32
74535,iPark - Tesla,333 E 38th St,New York,10016,40.746264,-73.97159,"(40.746264, -73.97159)",0,2,,2,32
74536,iPark - Tesla,400 E 35th St,New York,10016,40.744277,-73.97261,"(40.744277, -73.97261)",0,2,,2,32
75752,Icon Parking - Tesla,155 E 29th St,New York,10016,40.742968,-73.980565,"(40.742968, -73.980565)",0,2,,2,32
75763,Icon Parking - Tesla,560 3rd Ave,New York,10016,40.748086,-73.976819,"(40.748086, -73.976819)",0,2,,2,32
76355,Icon Parking - Tesla,330 E 39th St,New York,10016,40.747123,-73.972257,"(40.747123, -73.972257)",0,2,,2,32
79843,COHEN BROTHERS,475 Park Ave S,New York,10016,40.7453718,-73.9821073,"(40.7453718, -73.9821073)",0,1,,1,16
81998,Icon Parking - Tesla,200 E 32nd St,Manhattan,10016,40.744029,-73.978952,"(40.744029, -73.978952)",0,2,,2,32
85403,BEAM CHARGING,142 E 31st St,Manhattan,10016,40.7440529,-73.9803238,"(40.7440529, -73.9803238)",1,1,,2,24
85405,BEAM CHARGING,300 E 34th St,Manhattan,10016,40.7444153,-73.9754868,"(40.7444153, -73.9754868)",1,1,,2,24
89462,ABM Parking - Tesla,104 E 32nd St,New York,10016,40.745603,-73.98185,"(40.745603, -73.98185)",0,2,,2,32
89470,Icon Parking - Tesla,42989 Park Ave,New York,10016,40.747299,-73.981039,"(40.747299, -73.981039)",0,2,,2,32
89474,Icon Parking - Tesla,400 Murray St,New York,10016,40.716079,-74.015929,"(40.716079, -74.015929)",0,2,,2,32
89476,Rapidpark - Tesla,575 1st Ave,New York,10016,40.742735,-73.974296,"(40.742735, -73.974296)",0,2,,2,32
89477,Rapidpark - Tesla,10 E 30th St,New York,10016,40.74556,-73.985539,"(40.74556, -73.985539)",0,2,,2,32
89481,City Parking - Tesla,155 E 34th St,New York,10016,40.746022,-73.978693,"(40.746022, -73.978693)",0,2,,2,32
89491,iPark - Tesla,377 E 33rd St,New York,10016,40.743405,-73.974735,"(40.743405, -73.974735)",0,2,,2,32
89504,Rapidpark - Tesla,148 E 33rd St,New York,10016,40.745432,-73.97956,"(40.745432, -73.97956)",0,2,,2,32
41256,BEAM CHARGING,315 E 40th St,New York,10017,40.7481346,-73.9721222,"(40.7481346, -73.9721222)",1,1,,2,24
74402,GGMC Parking - Tesla,217 E 44th St,New York,10017,40.751646,-73.972477,"(40.751646, -73.972477)",0,2,,2,32
74445,Icon Parking - Tesla,329 E 48th St,New York,10017,40.753045,-73.968068,"(40.753045, -73.968068)",0,2,,2,32
75768,iPark - Tesla,330 E 46th St,New York,10017,40.751578,-73.969043,"(40.751578, -73.969043)",0,2,,2,32
76354,iPark - Tesla,246 E 45th St,New York,10017,40.75186,-73.971066,"(40.75186, -73.971066)",0,2,,2,32
102336,East 47th Street - Tesla Supercharger,212 E 47th St,New York,10017,40.753271,-73.971657,"(40.753271, -73.971657)",0,,4,4,128
36945,EDISONPARKFAST,451 Ninth Ave,New York,10018,40.7546106,-73.9959708,"(40.7546106, -73.9959708)",0,1,,1,16
38530,CARCHARGING,310 W 39th St,New York,10018,40.7554398,-73.9920273,"(40.7554398, -73.9920273)",1,1,,2,24
53123,GLENWOOD MGMT,330 West 39th Street,New York,10018,40.7560286,-73.9926549,"(40.7560286, -73.9926549)",0,2,,2,32
65287,Port Authority Bus Terminal,625 8th Ave,New York,10018,40.756177,-73.990558,"(40.756177, -73.990558)",0,2,,2,32
75764,Icon Parking - Tesla,990 Ave of the Americas,New York,10018,40.751427,-73.986598,"(40.751427, -73.986598)",0,2,,2,32
37169,CARCHARGING,350 W 50th St,New York,10019,40.7632446,-73.9886475,"(40.7632446, -73.9886475)",1,1,,2,24
43745,Roosevelt Hospital Garage,515 W 59th St,New York,10019,40.77079,-73.988508,"(40.77079, -73.988508)",1,1,,2,24
43743,BEAM CHARGING,10 Columbus Cir,Manhattan,10019,40.7687836,-73.9831467,"(40.7687836, -73.9831467)",1,1,,2,24
48688,CARCHARGING,500 W 56th St,New York,10019,40.768257,-73.989087,"(40.768257, -73.989087)",1,2,,3,40
56059,CARCHARGING,225 W 49th St,New York,10019,40.761375,-73.985277,"(40.761375, -73.985277)",,2,,2,32
56096,CARCHARGING,250 E 53rd St,New York,10019,40.7568399,-73.9675916,"(40.7568399, -73.9675916)",,1,,1,16
67748,Quik Park - Tesla,235 W 56th St,New York,10019,40.766,-73.982621,"(40.766, -73.982621)",,2,,2,32
67752,Quik Park - Tesla,9 W 57th St,New York,10019,40.763888,-73.97499,"(40.763888, -73.97499)",,2,,2,32
72470,BMW MANHATTAN,601-605 W 55th St,New York,10019,40.7692913,-73.9925407,"(40.7692913, -73.9925407)",,2,,2,32
72472,BMW MANHATTAN,555 W 57th St,New York,10019,40.7704109,-73.9906549,"(40.7704109, -73.9906549)",,,1,1,32
72895,Central Parking - 58 West 58th St- Station 2,58  W 58th St,New York,10019,40.7646555,-73.97610053,"(40.764655504, -73.9761005337)",,1,,1,16
72911,GMC - 200 CENTRAL PARK SOUTH- STATION 2,200  Central Park S,New York,10019,40.7667193,-73.9795327,"(40.7667193, -73.9795327)",,1,,1,16
72914,Central Parking - 58 West 58th St- Station 1,58  W 58th St,New York,10019,40.764623,-73.976181,"(40.764623, -73.976181)",,1,,1,16
72915,Central Parking - 146 W 57th St - Station 2,146  W 57th St,New York,10019,40.764609,-73.979542,"(40.764609, -73.979542)",,1,,1,16
72950,CENTRAL PARKING - STATION 2,345  W 58th St,New York,10019,40.768946,-73.98415,"(40.768946, -73.98415)",,1,,1,16
72968,Central Parking - 146 W 57th St - Station 1,146  W 57th St,New York,10019,40.764609,-73.979512,"(40.764609, -73.979512)",,1,,1,16
72982,Imperial Garage - 300 W 55th St- Station 2,300  W 55th St,New York,10019,40.765153,-73.984122,"(40.765153, -73.984122)",,1,,1,16
73020,Imperial Garage - 300 W 55th St- Station 1,300  W 55th St,New York,10019,40.765153,-73.98434731,"(40.765153, -73.9843473056)",,1,,1,16
73030,Coliseum Park Apts - Central Parking - Station 1,345  W 58th St,New York,10019,40.768946,-73.98412,"(40.768946, -73.98412)",,1,,1,16
73059,GMC - 200 CENTRAL PARK SOUTH- STATION 1,200  Central Park S,New York,10019,40.7667193,-73.9795827,"(40.7667193, -73.9795827)",,1,,1,16
74404,Quik Park - Tesla,285 W 50th St,New York,10019,40.762152,-73.985803,"(40.762152, -73.985803)",,2,,2,32
74419,Champion Parking - Tesla,230 W 55th St,New York,10019,40.764693,-73.982708,"(40.764693, -73.982708)",,2,,2,32
74422,Champion Parking - Tesla,159 W 53rd St,New York,10019,40.763101,-73.981263,"(40.763101, -73.981263)",,2,,2,32
74423,Champion Parking - Tesla,320 W 57th St,New York,10019,40.767194,-73.984544,"(40.767194, -73.984544)",,2,,2,32
74439,Icon Parking - Tesla,1350 6th Ave,New York,10019,40.762653,-73.977846,"(40.762653, -73.977846)",,2,,2,32
74443,Icon Parking - Tesla,330 W 58th St,New York,10019,40.76791,-73.983569,"(40.76791, -73.983569)",,2,,2,32
74463,Residence Inn - Tesla,1717 Broadway,New York,10019,40.764225,-73.982625,"(40.764225, -73.982625)",,1,,1,16
74468,The Peninsula Hotel - Tesla,700 5th Ave,New York,10019,40.761663,-73.974895,"(40.761663, -73.974895)",,1,,1,16
78087,Icon Parking - Tesla,207 W 52nd St,New York,10019,40.762707,-73.983229,"(40.762707, -73.983229)",,2,,2,32
79763,More Than Parking - Tesla,601 W 57th St,New York,10019,40.770771,-73.991789,"(40.770771, -73.991789)",,2,,2,32
89459,New York Hilton Midtown - Tesla,1335 Ave of the Americas,New York,10019,40.762234,-73.979036,"(40.762234, -73.979036)",,2,,2,32
89464,Standard Parking - Tesla,58 W 58th St,New York,10019,40.76476,-73.976153,"(40.76476, -73.976153)",,2,,2,32
89469,MTP Parking - Tesla,625 W 57th St,New York,10019,40.77108,-73.993142,"(40.77108, -73.993142)",,3,,3,48
89485,Rapidpark - Tesla,411 W 55th St,New York,10019,40.766971,-73.987441,"(40.766971, -73.987441)",,2,,2,32
105124,Peninsula New York,700 5th Avenue,New York,10019,40.7616221,-73.9754656,"(40.7616221, -73.9754656)",,1,,1,16
56057,CARCHARGING,332 E 76th St,New York,10021,40.7708764,-73.955795,"(40.7708764, -73.955795)",,1,,1,16
56125,CARCHARGING,330 E 76th St,New York,10021,40.7709252,-73.9559988,"(40.7709252, -73.9559988)",,1,,1,16
74400,GGMC Parking - Tesla,53 E 76th St,New York,10021,40.774081,-73.962858,"(40.774081, -73.962858)",,1,,1,16
74425,Champion Parking - Tesla,880 5th Ave,New York,10021,40.770508,-73.968453,"(40.770508, -73.968453)",,2,,2,32
74465,The Carlyle Hotel - Tesla,35 E 76th St,New York,10021,40.774308,-73.963182,"(40.774308, -73.963182)",,1,,1,16
75755,Icon Parking - Tesla,203 E 61 St,New York,10021,40.762763,-73.965591,"(40.762763, -73.965591)",,2,,2,32
75765,Icon Parking - Tesla,515 E 72nd St,New York,10021,40.766842,-73.95259,"(40.766842, -73.95259)",,2,,2,32
75767,iPark - Tesla,184 E 73rd St,New York,10021,40.770627,-73.960572,"(40.770627, -73.960572)",,2,,2,32
79765,Icon Parking - Tesla,35-39 E 61st St,New York,10021,40.764691,-73.970178,"(40.764691, -73.970178)",,2,,2,32
80340,iPark - Tesla,200 E 70th St,Manhattan,10021,40.768429,-73.961544,"(40.768429, -73.961544)",,2,,2,32
81993,GGMC Parking - Tesla,300 E 74th St,New York,10021,40.769839,-73.956756,"(40.769839, -73.956756)",,2,,2,32
89455,Manhattan Parking Group - Tesla,100 Jay St,Brooklyn ,10021,40.702194,-73.98672,"(40.702194, -73.98672)",,2,,2,32
89473,Manhattan Parking Group - Tesla,923 5th Ave,New York,10021,40.773004,-73.966152,"(40.773004, -73.966152)",,2,,2,32
89488,Manhattan Parking Group - Tesla,266 E 97th St,New York,10021,40.785296,-73.947487,"(40.785296, -73.947487)",,2,,2,32
89489,Icon Parking - Tesla,200 E 65th St,New York,10021,40.765108,-73.963389,"(40.765108, -73.963389)",,2,,2,32
